1.075 0.093
1.145 0.171
1.220 0.239
1.310 0.316
1.425 0.407
1.510 0.483
1.590 0.561
1.665 0.641
1.730 0.717
1.795 0.800
1.890 0.946
1.960 1.082
2.020 1.233
2.130 1.581
2.185 1.774
2.220 2.010
2.250 2.417
