0.550 -1.128
0.595 -0.823
0.620 -0.730
0.655 -0.568
0.680 -0.484
0.690 -0.477
0.730 -0.393
0.745 -0.364
0.775 -0.319
0.790 -0.296
0.805 -0.263
0.850 -0.198
0.880 -0.143
0.910 -0.097
1.030 0.017
1.115 0.049
1.180 0.072
1.295 0.105
1.370 0.123
1.475 0.147
1.580 0.169
1.665 0.182
1.750 0.193
1.875 0.219
1.990 0.239
2.050 0.251
2.105 0.259
2.230 0.279
2.300 0.304
2.375 0.312
