1.110 0.041
1.165 0.057
1.240 0.076
1.310 0.091
1.345 0.096
1.410 0.107
1.480 0.119
1.545 0.130
1.630 0.143
1.710 0.153
1.810 0.163
1.880 0.171
2.010 0.188
2.110 0.196
2.250 0.207
2.290 0.208
2.360 0.216
2.430 0.219
2.565 0.233
