1.155 0.123
1.260 0.189
1.365 0.246
1.530 0.314
1.630 0.349
1.760 0.398
1.875 0.437
1.990 0.480
2.125 0.526
2.200 0.555
2.350 0.612
2.470 0.659
2.590 0.711
2.715 0.775
