1.075 0.081
1.150 0.152
1.250 0.233
1.330 0.292
1.390 0.339
1.440 0.381
1.550 0.472
1.630 0.535
1.695 0.604
1.785 0.685
1.935 0.845
2.020 0.977
2.180 1.285
