0.105 -4.859
0.120 -3.655
0.140 -2.724
0.160 -2.171
0.205 -1.319
0.265 -0.811
0.330 -0.522
0.440 -0.281
0.570 -0.154
0.665 -0.099
0.770 -0.059
1.055 0.010
1.260 0.030
1.450 0.043
1.580 0.050
1.700 0.055
1.925 0.066
2.120 0.075
2.165 0.077
2.515 0.091
2.890 0.106
