1.125 0.170
1.250 0.308
1.435 0.477
1.530 0.556
1.675 0.667
1.835 0.773
1.985 0.866
2.090 0.941
2.220 1.029
2.320 1.101
2.435 1.187
2.515 1.263
2.605 1.341
2.690 1.428
