1.090 0.093
1.160 0.155
1.190 0.175
1.410 0.320
1.545 0.403
1.705 0.508
1.790 0.575
1.885 0.662
2.030 0.832
2.120 0.976
2.210 1.135
2.280 1.279
2.335 1.445
2.375 1.567
2.380 1.621
