1.125 0.119
1.205 0.179
1.305 0.250
1.390 0.296
1.485 0.345
1.580 0.393
1.675 0.434
1.775 0.478
1.885 0.529
2.005 0.588
2.135 0.651
2.245 0.713
2.360 0.779
